Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Delay_Minutes,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption,CO2_Emissions,Customer_Rating,Customer_Feedback
PK2026_0734,2026-02-07,February,Saturday,Doha,Kuala Lumpur,International,Airbus A320,93.0,95,180,52.78,1176.0,118,Moderate,Delayed,Rain,12888l,32220.0kg,3.0,Very stable journey
PK2026_0735,2026-11-23,November,Monday,Lahore,Karachi,Domestic,Boeing 737,108.0,121,160,75.62,440.0,187,Severe,Delayed,Rain,18570l,46425.0kg,4.8,Standard trip
PK2026_0736,2026-07-10,July,Friday,London,Lahore,International,ATR 72,401.0,44,70,62.86,845.0,145,Severe,Delayed,,3336l,8340.0kg,3.2,Steady travel
PK2026_0737,2026-09-11,September,Friday,London,Islamabad,International,Boeing 777,114.0,257,350,73.43,773.0,88,Moderate,Delayed,Clear,11132l,27830.0kg,4.7,Good experience
PK2026_0738,2026-07-09,July,Thursday,Jeddah,Doha,International,Boeing 777,232.0,261,350,74.57,439.0,142,Severe,Delayed,Clear,4969l,12422.5kg,3.2,Stellar
PK2026_0739,2026-10-07,October,Wednesday,Dubai,Doha,International,ATR 72,119.0,48,70,68.57,327.0,177,Severe,Delayed,Clear,7891l,19727.5kg,2.9,Outstanding staff
PK2026_0740,2026-01-26,January,Monday,Doha,Islamabad,International,Boeing 737,358.0,120,160,75.0,198.0,75,Moderate,Delayed,,11665l,29162.5kg,4.6,Brilliant service
PK2026_0741,2026-11-14,November,Saturday,Islamabad,Kuala Lumpur,International,Airbus A320,359.0,178,180,98.89,647.0,134,Severe,Delayed,Storm,14818l,37045.0kg,,Delayed but high quality
PK2026_0742,2026-09-22,September,Tuesday,Jeddah,Karachi,International,Boeing 737,102.0,101,160,63.12,873.0,39,Moderate,Delayed,,16892l,42230.0kg,3.1,Very smooth transit
PK2026_0743,2026-05-11,May,Monday,Karachi,Dubai,International,ATR 72,93.0,38,70,54.29,124.0,3,Minor,On Time,Fog,6354l,15885.0kg,3.4,Late but comfortable
PK2026_0744,2026-01-19,January,Monday,Jeddah,Doha,International,ATR 72,403.0,70,70,100.0,579.0,199,Severe,Delayed,Storm,15293l,38232.5kg,2.8,Pleasant
PK2026_0745,2026-10-05,October,Monday,London,Karachi,International,ATR 72,377.0,39,70,55.71,1250.0,131,Severe,Delayed,Storm,13769l,34422.5kg,4.8,Tardy but cozy
PK2026_0746,2026-04-16,April,Thursday,Karachi,Islamabad,Domestic,Boeing 737,,124,160,77.5,439.0,57,Moderate,Delayed,,7021l,17552.5kg,3.5,Delayed but very pleasant
PK2026_0747,2026-03-09,March,Monday,London,Jeddah,International,Boeing 777,246.0,219,350,62.57,880.0,49,Moderate,Delayed,Rain,8216l,20540.0kg,3.6,Good time
PK2026_0748,2026-04-02,April,Thursday,Jeddah,Lahore,International,Boeing 777,416.0,239,350,68.29,1203.0,173,Severe,Delayed,Storm,7868l,19670.0kg,2.6,Superior crew
PK2026_0749,2026-10-23,October,Friday,Dubai,Doha,International,Boeing 777,311.0,237,350,67.71,1273.0,158,Severe,Delayed,Storm,4306l,10765.0kg,3.2,Incredibly easy
PK2026_0750,2026-08-06,August,Thursday,Islamabad,Kuala Lumpur,International,Boeing 737,243.0,101,160,63.12,546.0,90,Moderate,Delayed,Rain,17350l,43375.0kg,3.6,Behind schedule but fine
PK2026_0751,2026-06-11,June,Thursday,London,Dubai,International,Airbus A320,364.0,141,180,78.33,149.0,218,Severe,Delayed,Storm,14091l,35227.5kg,4.4,Very calm experience
PK2026_0752,2026-06-30,June,Tuesday,Kuala Lumpur,Lahore,International,Boeing 777,83.0,278,350,79.43,490.0,35,Moderate,Delayed,,6075l,15187.5kg,2.7,Good journey
PK2026_0753,2026-07-12,July,Sunday,Dubai,Kuala Lumpur,International,Airbus A320,,123,180,68.33,434.0,19,Minor,Delayed,Fog,7813l,19532.5kg,4.6,Mediocre flight
PK2026_0754,2026-02-17,February,Tuesday,Dubai,Kuala Lumpur,International,Boeing 777,,309,350,88.29,134.0,62,Moderate,Delayed,,10789l,26972.5kg,3.1,Standard air experience
PK2026_0755,2026-04-16,April,Thursday,London,Karachi,International,ATR 72,92.0,43,70,61.43,1304.0,7,Minor,On Time,Fog,15813l,39532.5kg,3.6,Late but cozy environment
PK2026_0756,2026-01-20,January,Tuesday,London,Lahore,International,Boeing 737,466.0,82,160,51.25,139.0,118,Moderate,Delayed,Clear,17006l,42515.0kg,4.1,Unsatisfactory
PK2026_0757,2026-09-12,September,Saturday,Dubai,Jeddah,International,Airbus A320,256.0,176,180,97.78,848.0,94,Moderate,Delayed,Storm,9221l,23052.5kg,2.5,Normal
PK2026_0758,2026-06-22,June,Monday,Kuala Lumpur,Doha,International,Boeing 737,190.0,115,160,71.88,249.0,142,Severe,Delayed,Clear,13296l,33240.0kg,3.8,Poor treatment
PK2026_0759,2026-10-02,October,Friday,Kuala Lumpur,Dubai,International,ATR 72,475.0,63,70,90.0,213.0,171,Severe,Delayed,Rain,11687l,29217.5kg,3.8,Top-notch service
PK2026_0760,2026-04-15,April,Wednesday,Islamabad,Doha,International,ATR 72,163.0,66,70,94.29,806.0,228,Severe,Delayed,Clear,17543l,43857.5kg,3.4,Delayed but okay seats
PK2026_0761,2026-03-03,March,Tuesday,Lahore,Doha,International,ATR 72,226.0,61,70,87.14,483.0,25,Minor,Delayed,Rain,6099l,15247.5kg,4.0,Very smooth ride
PK2026_0762,2026-10-03,October,Saturday,Lahore,Dubai,International,Airbus A320,112.0,162,180,90.0,549.0,85,Moderate,Delayed,,13486l,33715.0kg,,Tardy but worth it
PK2026_0763,2026-07-17,July,Friday,Lahore,Dubai,International,ATR 72,304.0,60,70,85.71,1317.0,33,Moderate,Delayed,,15120l,37800.0kg,4.3,No turbulence at all
PK2026_0764,2026-11-04,November,Wednesday,London,Doha,International,Boeing 777,221.0,250,350,71.43,536.0,214,Severe,Delayed,,18942l,47355.0kg,4.6,Ordinary quality
PK2026_0765,2026-11-05,November,Thursday,Lahore,Kuala Lumpur,International,ATR 72,,61,70,87.14,1251.0,68,Moderate,Delayed,,10674l,26685.0kg,3.1,Delayed but relaxed
PK2026_0766,2026-07-12,July,Sunday,Lahore,London,International,Boeing 737,139.0,128,160,80.0,226.0,237,Severe,Delayed,Fog,10783l,26957.5kg,3.6,Average service
PK2026_0767,2026-08-07,August,Friday,Doha,Karachi,International,ATR 72,123.0,50,70,71.43,914.0,13,Minor,On Time,,11846l,29615.0kg,3.1,Excellent
PK2026_0768,2026-03-31,March,Tuesday,Dubai,London,International,Boeing 737,83.0,137,160,85.62,424.0,56,Moderate,Delayed,,6383l,15957.5kg,3.4,Amazing attention
PK2026_0769,2026-08-31,August,Monday,Lahore,London,International,Boeing 737,368.0,88,160,55.0,718.0,116,Moderate,Delayed,,10946l,27365.0kg,5.0,Unprofessional
PK2026_0770,2026-01-08,January,Thursday,Lahore,London,International,Airbus A320,111.0,173,180,96.11,415.0,60,Moderate,Delayed,Clear,8439l,21097.5kg,2.5,Normal flight
PK2026_0771,2026-11-05,November,Thursday,Karachi,London,International,Boeing 737,306.0,97,160,60.62,196.0,132,Severe,Delayed,,10053l,25132.5kg,4.4,Standard quality
PK2026_0772,2026-10-21,October,Wednesday,Karachi,London,International,Airbus A320,275.0,100,180,55.56,325.0,235,Severe,Delayed,,4759l,11897.5kg,3.4,Positive trip
PK2026_0773,2026-08-05,August,Wednesday,Dubai,London,International,Airbus A320,254.0,95,180,52.78,1289.0,66,Moderate,Delayed,,7542l,18855.0kg,3.5,Exceptional crew
PK2026_0774,2026-02-19,February,Thursday,London,Karachi,International,Boeing 737,317.0,138,160,86.25,1054.0,82,Moderate,Delayed,Storm,7186l,17965.0kg,3.8,Rude
PK2026_0775,2026-06-16,June,Tuesday,Karachi,Islamabad,Domestic,Airbus A320,202.0,155,180,86.11,734.0,10,Minor,On Time,,18939l,47347.5kg,2.5,Very steady ride
PK2026_0776,2026-09-22,September,Tuesday,Dubai,Jeddah,International,Boeing 737,103.0,125,160,78.12,1063.0,43,Moderate,Delayed,Rain,13474l,33685.0kg,3.9,Delayed but comfortable
PK2026_0777,2026-02-15,February,Sunday,Islamabad,Lahore,Domestic,Boeing 737,70.0,88,160,55.0,307.0,157,Severe,Delayed,Storm,6030l,15075.0kg,2.6,Elite service
PK2026_0778,2026-06-10,June,Wednesday,London,Dubai,International,Airbus A320,147.0,102,180,56.67,630.0,111,Moderate,Delayed,Fog,10634l,26585.0kg,3.2,Very calm
PK2026_0779,2026-12-10,December,Thursday,Dubai,Kuala Lumpur,International,Airbus A320,188.0,136,180,75.56,477.0,9,Minor,On Time,Storm,18236l,45590.0kg,2.6,Behind schedule but fine
PK2026_0780,2026-08-30,August,Sunday,Kuala Lumpur,London,International,ATR 72,143.0,44,70,62.86,369.0,191,Severe,Delayed,Rain,8188l,20470.0kg,4.5,Badly managed
PK2026_0781,2026-10-31,October,Saturday,Islamabad,Jeddah,International,Boeing 737,353.0,152,160,95.0,738.0,156,Severe,Delayed,,4522l,11305.0kg,2.9,Average experience
PK2026_0782,2026-05-07,May,Thursday,Jeddah,Kuala Lumpur,International,Boeing 777,135.0,277,350,79.14,869.0,88,Moderate,Delayed,,5131l,12827.5kg,4.5,Standard flight
PK2026_0783,2026-08-15,August,Saturday,Islamabad,Dubai,International,Airbus A320,254.0,148,180,82.22,1464.0,87,Moderate,Delayed,Storm,14840l,37100.0kg,3.5,Poor quality
PK2026_0784,2026-02-08,February,Sunday,Dubai,Doha,International,Boeing 737,,91,160,56.88,328.0,167,Severe,Delayed,,12924l,32310.0kg,4.7,Good
PK2026_0785,2026-05-10,May,Sunday,Doha,Karachi,International,Airbus A320,399.0,130,180,72.22,827.0,65,Moderate,Delayed,Rain,19750l,49375.0kg,3.1,Behind schedule but worth it
PK2026_0786,2026-01-29,January,Thursday,Doha,Islamabad,International,Airbus A320,,175,180,97.22,458.0,171,Severe,Delayed,,16451l,41127.5kg,2.6,Very smooth journey
PK2026_0787,2026-03-19,March,Thursday,Jeddah,London,International,Boeing 737,74.0,144,160,90.0,755.0,78,Moderate,Delayed,Storm,16882l,42205.0kg,3.0,Late but cozy seats
PK2026_0788,2026-02-10,February,Tuesday,Lahore,Kuala Lumpur,International,Boeing 737,170.0,155,160,96.88,,159,Severe,Delayed,,4345l,10862.5kg,4.1,Stellar treatment
PK2026_0789,2026-09-21,September,Monday,Lahore,Dubai,International,Boeing 777,,310,350,88.57,736.0,123,Severe,Delayed,Clear,8358l,20895.0kg,4.2,Very steady
PK2026_0790,2026-05-13,May,Wednesday,Karachi,Jeddah,International,Boeing 777,,308,350,88.0,726.0,122,Severe,Delayed,,6294l,15735.0kg,4.8,Late but relaxing
PK2026_0791,2026-06-15,June,Monday,Doha,Kuala Lumpur,International,Airbus A320,229.0,141,180,78.33,1336.0,69,Moderate,Delayed,,10696l,26740.0kg,4.5,Unsatisfactory help
PK2026_0792,2026-10-31,October,Saturday,Kuala Lumpur,London,International,Airbus A320,461.0,116,180,64.44,427.0,21,Minor,Delayed,,9908l,24770.0kg,3.7,Average
PK2026_0793,2026-07-12,July,Sunday,Islamabad,London,International,ATR 72,459.0,62,70,88.57,249.0,18,Minor,Delayed,Rain,14820l,37050.0kg,2.8,Ordinary experience
PK2026_0794,2026-12-02,December,Wednesday,Karachi,Jeddah,International,Boeing 737,241.0,139,160,86.88,646.0,112,Moderate,Delayed,,4387l,10967.5kg,4.7,Bad assistance
PK2026_0795,2026-07-02,July,Thursday,Lahore,Doha,International,ATR 72,374.0,58,70,82.86,960.0,118,Moderate,Delayed,,15573l,38932.5kg,3.8,Positive
PK2026_0796,2026-08-03,August,Monday,Lahore,Karachi,Domestic,ATR 72,425.0,53,70,75.71,1111.0,61,Moderate,Delayed,,8199l,20497.5kg,,Late but cozy
PK2026_0797,2026-05-19,May,Tuesday,Dubai,Karachi,International,ATR 72,141.0,42,70,60.0,1002.0,151,Severe,Delayed,,5434l,13585.0kg,4.3,Very smooth
PK2026_0798,2026-01-02,January,Friday,Islamabad,Lahore,Domestic,ATR 72,456.0,56,70,80.0,262.0,27,Minor,Delayed,Clear,8563l,21407.5kg,4.6,Poor staff attention
PK2026_0799,2026-09-10,September,Thursday,Kuala Lumpur,Jeddah,International,ATR 72,,66,70,94.29,,211,Severe,Delayed,Clear,5170l,12925.0kg,3.1,I am satisfied
PK2026_0800,2026-08-17,August,Monday,Karachi,Doha,International,Airbus A320,194.0,138,180,76.67,1269.0,37,Moderate,Delayed,Rain,19205l,48012.5kg,3.2,First-class crew
